0,1,2,3,4
49149.png,neg,1,Man,white
49160.png,pos,1,Man,black
49161.png,neutral,1,Man,black
49164.png,neutral,1,Woman,black
49165.png,neg,0,Man,white
49166.png,pos,0,Man,black
49171.png,neg,1,Man,asian
49174.png,neg,1,Man,white
49176.png,pos,0,Man,latino hispanic
49182.png,neg,1,Man,white
49183.png,neg,1,Man,latino hispanic
49184.png,neutral,0,Man,latino hispanic
49187.png,neg,1,Man,white
49196.png,neutral,1,Man,latino hispanic
49197.png,pos,0,Woman,latino hispanic
49202.png,neg,0,Man,white
49210.png,neg,0,Man,white
49211.png,neutral,0,Woman,latino hispanic
49221.png,pos,1,Woman,black
49222.png,neg,0,Man,white
49230.png,pos,0,Man,latino hispanic
49233.png,neg,0,Man,white
49250.png,pos,0,Man,black
49256.png,neg,1,Man,asian
49257.png,neg,0,Woman,white
49260.png,pos,0,Woman,black
49261.png,neg,0,Man,white
49265.png,neg,0,Man,asian
49273.png,pos,1,Man,black
49274.png,pos,0,Man,latino hispanic
49277.png,neutral,0,Man,latino hispanic
49283.png,neg,0,Woman,latino hispanic
49285.png,neg,0,Man,white
49290.png,neg,1,Man,white
49291.png,pos,0,Woman,black
49293.png,pos,0,Woman,latino hispanic
49296.png,neg,0,Man,white
49297.png,neg,0,Man,white
49299.png,neg,0,Man,latino hispanic
49300.png,neg,0,Man,latino hispanic
49302.png,neg,0,Man,white
49305.png,neg,0,Man,white
49307.png,pos,0,Man,latino hispanic
49310.png,pos,0,Man,latino hispanic
49312.png,neg,0,Woman,white
49314.png,neg,0,Man,white
49315.png,pos,0,Woman,latino hispanic
49317.png,pos,0,Woman,latino hispanic
49318.png,pos,0,Woman,black
49319.png,pos,0,Man,latino hispanic
49335.png,pos,0,Man,black
49341.png,neg,0,Man,white
49343.png,neg,0,Woman,white
49348.png,neg,0,Woman,white
49349.png,pos,0,Woman,black
49350.png,pos,0,Man,black
49353.png,pos,1,Man,latino hispanic
49355.png,neg,1,Man,white
49358.png,pos,0,Woman,latino hispanic
49365.png,pos,0,Man,black
49374.png,neutral,0,Woman,latino hispanic
49382.png,neg,1,Man,white
49388.png,pos,1,Man,black
49392.png,neutral,0,Man,latino hispanic
49397.png,pos,0,Man,black
49406.png,neg,0,Man,white
49411.png,pos,0,Woman,latino hispanic
49414.png,neg,1,Man,white
49415.png,pos,1,Man,black
49421.png,pos,0,Man,black
49432.png,pos,0,Woman,latino hispanic
49437.png,neg,1,Man,white
49444.png,pos,0,Man,latino hispanic
49446.png,neg,1,Woman,white
49455.png,neg,1,Woman,white
49462.png,pos,0,Man,latino hispanic
49469.png,pos,1,Man,latino hispanic
49471.png,neutral,0,Man,latino hispanic
49476.png,neutral,1,Woman,black
49480.png,neg,0,Man,white
49489.png,pos,0,Woman,black
49494.png,pos,0,Woman,latino hispanic
49503.png,neg,1,Woman,latino hispanic
49506.png,pos,0,Man,latino hispanic
49515.png,pos,1,Man,black
49518.png,pos,0,Woman,latino hispanic
49522.png,pos,0,Woman,latino hispanic
49524.png,neutral,0,Man,black
49525.png,pos,0,Man,latino hispanic
49528.png,pos,0,Man,latino hispanic
49530.png,neutral,0,Man,latino hispanic
49532.png,neg,0,Woman,asian
49538.png,pos,0,Man,black
49539.png,neutral,0,Man,latino hispanic
49540.png,pos,1,Woman,latino hispanic
49554.png,pos,0,Woman,latino hispanic
49555.png,neg,0,Man,latino hispanic
49563.png,neg,1,Man,latino hispanic
49571.png,neg,0,Woman,white
49580.png,pos,0,Man,latino hispanic
49584.png,neutral,0,Man,latino hispanic
49588.png,neg,1,Man,white
49589.png,neg,0,Man,white
49590.png,pos,0,Man,black
49594.png,pos,1,Man,latino hispanic
49596.png,neg,0,Woman,white
49597.png,pos,0,Woman,black
49608.png,neutral,0,Woman,latino hispanic
49610.png,pos,0,Man,latino hispanic
49614.png,pos,1,Woman,latino hispanic
49621.png,neutral,0,Woman,latino hispanic
49625.png,neutral,0,Man,latino hispanic
49626.png,pos,0,Man,latino hispanic
49628.png,neutral,0,Man,latino hispanic
49635.png,pos,0,Woman,black
49641.png,pos,0,Man,latino hispanic
49642.png,neg,1,Man,white
49644.png,pos,1,Woman,latino hispanic
49647.png,neg,0,Man,white
49651.png,pos,1,Man,black
49655.png,neg,0,Woman,white
49656.png,neg,1,Man,white
49659.png,neutral,1,Man,latino hispanic
49663.png,neg,0,Man,white
49669.png,pos,0,Woman,latino hispanic
49671.png,pos,0,Man,latino hispanic
49672.png,pos,0,Man,black
49673.png,neutral,0,Woman,latino hispanic
49682.png,neg,1,Man,black
49684.png,neg,1,Man,white
49690.png,neg,0,Man,latino hispanic
49692.png,neg,1,Man,white
49697.png,pos,0,Man,latino hispanic
49699.png,pos,1,Man,latino hispanic
49705.png,neg,1,Man,asian
49709.png,pos,0,Man,latino hispanic
49714.png,neg,0,Man,white
49723.png,neg,0,Man,white
49724.png,neg,0,Woman,white
49725.png,pos,1,Man,black
49730.png,neg,1,Man,white
49731.png,neg,1,Man,asian
49733.png,pos,0,Woman,latino hispanic
49737.png,pos,1,Woman,latino hispanic
49742.png,neg,0,Man,asian
49744.png,neg,0,Man,asian
49750.png,neutral,0,Woman,latino hispanic
49753.png,pos,0,Man,latino hispanic
49754.png,pos,1,Man,latino hispanic
49755.png,neg,0,Man,asian
49760.png,neutral,0,Woman,latino hispanic
49761.png,neg,0,Man,white
49763.png,neg,0,Man,white
49767.png,pos,0,Man,latino hispanic
49778.png,pos,0,Man,black
49781.png,neg,0,Man,latino hispanic
49784.png,neg,1,Man,white
49795.png,pos,0,Man,black
49798.png,neg,1,Man,white
49802.png,pos,0,Woman,latino hispanic
49805.png,pos,1,Man,black
49812.png,neg,1,Man,white
49815.png,neg,1,Man,white
49818.png,pos,0,Woman,latino hispanic
49822.png,pos,0,Man,latino hispanic
49834.png,pos,1,Man,black
49839.png,neg,1,Man,asian
49843.png,neg,1,Man,asian
49844.png,neg,1,Woman,white
49846.png,neutral,0,Man,latino hispanic
49850.png,neg,0,Man,white
49851.png,neg,1,Woman,latino hispanic
49860.png,neutral,0,Man,black
49861.png,neg,1,Woman,white
49864.png,neg,0,Man,white
49866.png,neutral,1,Man,latino hispanic
49868.png,neg,0,Man,white
49870.png,pos,0,Man,latino hispanic
49873.png,pos,0,Woman,latino hispanic
49876.png,neg,0,Man,white
49882.png,neg,0,Man,white
49886.png,neutral,0,Woman,latino hispanic
49889.png,neg,0,Man,white
49891.png,pos,0,Man,black
49898.png,neg,0,Man,asian
49900.png,neg,0,Man,asian
49901.png,neg,1,Man,latino hispanic
49907.png,neutral,0,Man,latino hispanic
49908.png,pos,1,Woman,latino hispanic
49909.png,pos,1,Woman,latino hispanic
49913.png,neg,0,Woman,white
49919.png,neg,1,Man,white
49920.png,pos,0,Woman,latino hispanic
49926.png,pos,0,Man,latino hispanic
49928.png,pos,0,Man,black
49929.png,neg,0,Man,white
49945.png,pos,0,Man,latino hispanic
49951.png,pos,0,Man,latino hispanic
49953.png,neg,0,Woman,white
49961.png,neg,1,Man,latino hispanic
49969.png,pos,0,Woman,latino hispanic
49973.png,neg,1,Man,white
49975.png,pos,1,Man,black
49976.png,neg,1,Man,asian
49990.png,neg,0,Woman,latino hispanic
49997.png,neg,1,Man,asian
49998.png,pos,0,Woman,latino hispanic
49999.png,neg,0,Man,white
50005.png,pos,1,Woman,latino hispanic
50010.png,pos,0,Woman,black
50012.png,neg,1,Man,white
50022.png,pos,0,Man,black
50026.png,neg,0,Woman,white
50028.png,pos,0,Woman,latino hispanic
50034.png,pos,1,Man,latino hispanic
50035.png,pos,1,Man,latino hispanic
50037.png,neutral,0,Woman,latino hispanic
50057.png,pos,0,Woman,black
50059.png,neg,0,Man,white
50063.png,pos,0,Man,latino hispanic
50064.png,pos,1,Man,black
50069.png,neutral,0,Woman,black
50071.png,pos,0,Woman,latino hispanic
50084.png,pos,0,Woman,latino hispanic
50088.png,pos,1,Woman,black
50089.png,neg,0,Woman,white
50097.png,neg,0,Woman,latino hispanic
50102.png,pos,1,Man,black
50103.png,neg,0,Man,asian
50111.png,neutral,0,Man,black
50115.png,neg,0,Woman,white
50122.png,neg,0,Man,latino hispanic
50124.png,neutral,0,Man,latino hispanic
50126.png,neg,1,Man,white
50128.png,pos,0,Woman,latino hispanic
50133.png,pos,1,Man,latino hispanic
50134.png,neutral,1,Man,latino hispanic
50141.png,neg,1,Man,white
50152.png,neg,0,Woman,asian
50155.png,neutral,1,Man,latino hispanic
50159.png,neg,0,Woman,latino hispanic
50161.png,pos,0,Man,latino hispanic
50163.png,pos,1,Man,latino hispanic
50164.png,pos,0,Woman,latino hispanic
50171.png,neg,0,Man,white
50176.png,neg,0,Man,white
50178.png,pos,0,Woman,latino hispanic
50179.png,neutral,0,Woman,latino hispanic
50185.png,neg,0,Woman,asian
50186.png,neg,0,Woman,white
50200.png,neg,0,Man,white
50204.png,neutral,0,Man,latino hispanic
50206.png,pos,0,Man,black
50210.png,neg,0,Man,asian
50214.png,pos,1,Man,black
50216.png,pos,0,Woman,latino hispanic
50217.png,neg,1,Man,white
50219.png,neg,1,Man,white
50232.png,pos,1,Man,latino hispanic
50235.png,neg,0,Man,asian
50236.png,neg,0,Man,white
50237.png,neg,1,Woman,white
50238.png,pos,0,Man,latino hispanic
50255.png,neg,1,Woman,white
50270.png,neutral,0,Man,latino hispanic
50287.png,pos,0,Woman,latino hispanic
50288.png,neg,1,Woman,white
50289.png,pos,0,Man,black
50292.png,neg,1,Man,white
50293.png,neg,0,Man,white
50295.png,neg,0,Man,asian
50296.png,neg,0,Man,white
50299.png,pos,0,Woman,latino hispanic
50300.png,pos,0,Man,latino hispanic
50301.png,neg,1,Man,asian
50305.png,pos,0,Woman,black
50310.png,neutral,0,Woman,latino hispanic
50313.png,pos,0,Man,black
50318.png,neutral,1,Man,latino hispanic
50322.png,neg,1,Woman,white
50324.png,pos,0,Man,latino hispanic
50327.png,pos,1,Man,latino hispanic
50328.png,neg,0,Man,white
50331.png,neg,0,Man,latino hispanic
50334.png,neg,1,Man,asian
50339.png,pos,0,Man,latino hispanic
50342.png,pos,1,Woman,latino hispanic
50345.png,neutral,0,Woman,latino hispanic
50350.png,neg,1,Man,white
50351.png,neg,0,Woman,white
50354.png,neg,0,Man,white
50355.png,neg,1,Man,white
50359.png,neg,1,Man,asian
50360.png,pos,1,Man,black
50370.png,pos,1,Woman,black
50373.png,neutral,0,Man,latino hispanic
50374.png,neg,1,Man,white
50376.png,neg,1,Man,asian
50384.png,pos,0,Woman,black
50390.png,neg,1,Man,latino hispanic
50391.png,neg,1,Man,white
50396.png,neutral,1,Man,latino hispanic
50397.png,pos,1,Man,latino hispanic
50407.png,neg,0,Man,asian
50409.png,pos,0,Man,latino hispanic
50414.png,neutral,1,Man,latino hispanic
50419.png,pos,1,Man,black
50424.png,pos,1,Man,black
50425.png,pos,0,Man,latino hispanic
50433.png,pos,0,Woman,black
50439.png,neg,1,Man,white
50441.png,neg,1,Woman,white
50443.png,neg,0,Man,white
50444.png,neutral,1,Man,black
50446.png,pos,1,Man,black
50447.png,pos,1,Man,latino hispanic
50452.png,neg,1,Man,white
50456.png,neg,0,Man,white
50461.png,pos,0,Woman,latino hispanic
50462.png,neutral,1,Man,latino hispanic
50470.png,neg,0,Man,white
50473.png,neg,1,Man,white
50474.png,neg,0,Man,asian
50476.png,neutral,1,Man,latino hispanic
50479.png,pos,1,Man,latino hispanic
50485.png,neg,0,Man,asian
50488.png,pos,1,Man,latino hispanic
50499.png,pos,1,Man,latino hispanic
50501.png,neg,1,Man,white
50514.png,pos,0,Man,latino hispanic
50525.png,neg,1,Woman,white
50527.png,pos,0,Man,latino hispanic
50531.png,neg,0,Man,white
50535.png,pos,1,Woman,latino hispanic
50537.png,neg,0,Woman,white
50540.png,neg,1,Man,white
50541.png,pos,1,Man,black
50545.png,neg,0,Man,white
50549.png,pos,0,Woman,latino hispanic
50551.png,neg,1,Man,white
50554.png,neg,1,Man,white
50556.png,neg,1,Man,asian
50564.png,neg,1,Man,white
50570.png,neg,1,Man,white
50590.png,neutral,1,Man,latino hispanic
50605.png,pos,0,Woman,latino hispanic
50607.png,pos,0,Man,latino hispanic
50610.png,neutral,1,Man,latino hispanic
50615.png,neutral,1,Man,latino hispanic
50621.png,pos,0,Woman,latino hispanic
50622.png,neg,0,Man,white
50627.png,neg,1,Man,white
50628.png,neg,0,Woman,white
50630.png,neg,1,Woman,white
50633.png,neg,1,Man,latino hispanic
50636.png,pos,0,Man,latino hispanic
50640.png,neg,1,Man,white
50665.png,pos,1,Man,latino hispanic
50669.png,pos,0,Man,black
50670.png,pos,0,Woman,latino hispanic
50673.png,pos,1,Man,black
50674.png,neutral,1,Man,latino hispanic
50675.png,neg,1,Man,white
50687.png,neg,0,Woman,white
50690.png,neg,0,Woman,latino hispanic
50695.png,pos,1,Man,latino hispanic
50698.png,neg,1,Man,white
50699.png,pos,0,Man,latino hispanic
50712.png,neg,1,Man,white
50715.png,pos,0,Woman,latino hispanic
50719.png,neutral,1,Man,black
50723.png,neutral,0,Man,latino hispanic
50727.png,pos,1,Man,latino hispanic
50739.png,neg,0,Man,asian
50741.png,pos,0,Woman,latino hispanic
50746.png,pos,1,Man,latino hispanic
50748.png,neg,0,Man,white
50750.png,neg,1,Man,latino hispanic
50751.png,neg,0,Man,asian
50755.png,neutral,0,Man,black
50758.png,neg,0,Man,white
50761.png,pos,0,Woman,latino hispanic
50767.png,pos,0,Man,latino hispanic
50771.png,neg,0,Man,white
50772.png,pos,0,Woman,black
50778.png,neg,0,Man,asian
50787.png,neg,0,Woman,white
50788.png,neg,0,Man,white
50790.png,neg,0,Woman,white
50791.png,neg,0,Woman,white
50793.png,neg,0,Man,white
50798.png,pos,0,Man,latino hispanic
50806.png,neg,0,Man,asian
50807.png,neg,1,Man,white
50808.png,pos,0,Man,latino hispanic
50812.png,neg,1,Man,white
50816.png,pos,1,Woman,latino hispanic
50818.png,neg,0,Man,white
50819.png,neutral,0,Woman,latino hispanic
50820.png,pos,1,Man,latino hispanic
50826.png,neg,0,Woman,white
50835.png,neg,1,Man,white
50842.png,neg,0,Man,white
50847.png,neg,1,Man,latino hispanic
50862.png,neg,1,Man,white
50863.png,neg,0,Man,white
50864.png,neg,0,Man,white
50865.png,neutral,1,Man,latino hispanic
50867.png,pos,0,Woman,black
50868.png,neutral,0,Man,latino hispanic
50882.png,pos,0,Woman,latino hispanic
50883.png,neg,0,Man,white
50887.png,neg,1,Man,asian
50891.png,pos,0,Woman,latino hispanic
50907.png,neg,0,Man,asian
50912.png,neutral,0,Woman,latino hispanic
50915.png,neg,1,Woman,white
50916.png,neutral,0,Woman,latino hispanic
50921.png,neg,0,Man,latino hispanic
50932.png,neg,1,Man,white
50937.png,pos,1,Man,latino hispanic
50939.png,neutral,0,Woman,latino hispanic
50945.png,neutral,0,Man,latino hispanic
50949.png,neg,0,Man,white
50950.png,neg,1,Man,white
50952.png,pos,0,Woman,latino hispanic
50955.png,neutral,1,Man,latino hispanic
50968.png,neg,0,Man,white
50973.png,pos,0,Woman,latino hispanic
50977.png,neutral,1,Man,latino hispanic
50978.png,pos,1,Man,black
50980.png,neg,0,Man,latino hispanic
50984.png,neg,1,Woman,white
50985.png,neg,0,Man,white
50988.png,neutral,1,Man,black
50989.png,neg,1,Woman,white
50994.png,neg,1,Man,asian
50997.png,neutral,0,Man,latino hispanic
50999.png,pos,0,Woman,latino hispanic
51003.png,neutral,0,Woman,black
51005.png,neg,0,Woman,white
51007.png,pos,0,Man,latino hispanic
51008.png,pos,0,Man,black
51010.png,neg,1,Man,white
51012.png,neg,0,Man,white
51018.png,neutral,0,Man,black
51020.png,neutral,0,Man,latino hispanic
51022.png,pos,0,Man,black
51036.png,pos,0,Man,latino hispanic
51049.png,neg,0,Man,asian
51054.png,neg,0,Woman,latino hispanic
51056.png,neg,0,Man,white
51064.png,neg,1,Man,asian
51066.png,neg,0,Man,white
51069.png,neg,1,Woman,asian
51070.png,pos,0,Man,black
51075.png,pos,0,Man,latino hispanic
51077.png,pos,0,Man,latino hispanic
51079.png,pos,0,Man,latino hispanic
51080.png,neg,0,Man,white
51082.png,neg,0,Man,latino hispanic
51083.png,neg,0,Man,asian
51084.png,neg,1,Man,asian
51085.png,pos,0,Woman,latino hispanic
51087.png,neg,0,Man,asian
51089.png,neg,1,Man,white
51090.png,neutral,0,Man,latino hispanic
51098.png,neutral,0,Woman,latino hispanic
51129.png,pos,1,Woman,black
51146.png,neutral,0,Man,latino hispanic
51156.png,pos,0,Man,latino hispanic
51159.png,pos,0,Man,black
51161.png,neutral,0,Man,latino hispanic
51170.png,neg,1,Man,white
51177.png,neutral,0,Man,latino hispanic
51180.png,neg,1,Man,white
51181.png,pos,0,Woman,latino hispanic
51185.png,pos,1,Man,black
51189.png,neg,1,Man,white
51190.png,neg,0,Man,black
51212.png,neg,1,Man,latino hispanic
51216.png,pos,0,Man,latino hispanic
51220.png,neg,0,Man,white
51221.png,pos,1,Woman,latino hispanic
51230.png,pos,0,Woman,latino hispanic
51231.png,neutral,0,Man,latino hispanic
51244.png,pos,1,Man,black
51246.png,pos,0,Man,latino hispanic
51255.png,neg,0,Man,white
51256.png,pos,0,Woman,latino hispanic
51259.png,pos,0,Woman,latino hispanic
51260.png,neg,0,Man,white
51261.png,pos,1,Man,black
51262.png,neg,1,Man,white
51265.png,neg,0,Man,asian
51269.png,neg,0,Man,white
51275.png,neg,1,Woman,white
51277.png,neg,0,Man,asian
51283.png,pos,0,Man,latino hispanic
51286.png,pos,0,Man,latino hispanic
51289.png,neg,0,Man,asian
51296.png,pos,0,Woman,latino hispanic
51297.png,neutral,0,Woman,latino hispanic
51300.png,neg,1,Man,white
51303.png,neutral,1,Woman,black
51308.png,pos,0,Man,latino hispanic
51315.png,pos,0,Woman,latino hispanic
51324.png,pos,1,Woman,latino hispanic
51330.png,pos,1,Man,latino hispanic
51333.png,neutral,0,Woman,latino hispanic
51336.png,pos,0,Woman,black
51339.png,neutral,0,Woman,black
51346.png,pos,0,Man,latino hispanic
51348.png,neg,0,Woman,white
51354.png,pos,1,Woman,black
51356.png,neg,1,Man,white
51360.png,pos,0,Man,latino hispanic
51365.png,neg,1,Woman,latino hispanic
51366.png,neg,1,Man,white
51369.png,pos,1,Man,black
51373.png,pos,1,Man,latino hispanic
51377.png,pos,0,Man,black
51381.png,neutral,0,Man,latino hispanic
51388.png,neutral,0,Man,black
51392.png,neg,0,Woman,asian
51393.png,neg,0,Man,white
51398.png,neg,1,Man,white
51406.png,neg,0,Man,white
51410.png,neg,1,Man,white
51411.png,pos,0,Man,latino hispanic
51414.png,neutral,0,Man,black
51415.png,neg,1,Man,white
51418.png,pos,0,Woman,latino hispanic
51424.png,neg,1,Woman,asian
51428.png,pos,1,Man,black
51430.png,pos,0,Woman,latino hispanic
51441.png,neg,1,Man,asian
51444.png,neg,0,Woman,white
51445.png,neg,1,Man,asian
51446.png,neg,1,Woman,white
51456.png,neg,1,Man,latino hispanic
51458.png,neg,0,Woman,white
51459.png,neutral,1,Man,latino hispanic
51461.png,neg,0,Man,latino hispanic
51469.png,pos,0,Man,black
51472.png,pos,0,Woman,latino hispanic
51488.png,neutral,0,Man,latino hispanic
51492.png,neg,1,Man,black
51495.png,neutral,1,Man,black
51497.png,pos,0,Woman,latino hispanic
51499.png,neg,0,Man,white
51500.png,pos,1,Man,latino hispanic
51502.png,neg,0,Man,white
51510.png,pos,1,Man,latino hispanic
51515.png,pos,0,Woman,latino hispanic
51518.png,neg,0,Man,white
51519.png,neutral,0,Man,latino hispanic
51521.png,neutral,0,Man,black
51522.png,neg,0,Woman,asian
51532.png,neg,1,Man,latino hispanic
51534.png,pos,0,Man,latino hispanic
51535.png,neg,0,Man,white
51545.png,neg,1,Woman,white
51549.png,neutral,0,Man,black
51550.png,neg,0,Woman,white
51552.png,pos,0,Woman,black
51559.png,neutral,0,Woman,latino hispanic
51563.png,neutral,0,Woman,latino hispanic
51564.png,neutral,1,Man,latino hispanic
51572.png,neg,0,Woman,white
51573.png,pos,1,Man,black
51575.png,neg,1,Man,white
51580.png,pos,1,Woman,latino hispanic
51581.png,pos,1,Man,black
51589.png,pos,1,Woman,latino hispanic
51592.png,neutral,1,Man,black
51598.png,neg,1,Woman,white
51604.png,pos,1,Woman,latino hispanic
51606.png,pos,1,Man,black
51611.png,neg,0,Man,white
51615.png,pos,0,Man,latino hispanic
51616.png,pos,0,Man,latino hispanic
51619.png,neg,1,Man,white
51622.png,neg,1,Man,white
51623.png,pos,0,Man,latino hispanic
51626.png,pos,1,Man,latino hispanic
51627.png,pos,0,Man,latino hispanic
51629.png,pos,0,Woman,latino hispanic
51631.png,neutral,0,Woman,latino hispanic
51634.png,pos,0,Man,latino hispanic
51656.png,neg,1,Man,asian
51662.png,pos,0,Man,latino hispanic
51666.png,neg,0,Man,white
51667.png,neutral,0,Man,latino hispanic
51681.png,pos,0,Man,latino hispanic
51682.png,neg,1,Man,asian
51685.png,neg,0,Man,latino hispanic
51687.png,pos,0,Man,latino hispanic
51688.png,pos,1,Man,black
51696.png,pos,1,Man,black
51706.png,neutral,0,Man,latino hispanic
51714.png,neutral,0,Woman,black
51715.png,neg,1,Man,white
51719.png,neg,1,Man,white
51724.png,neutral,1,Man,latino hispanic
51726.png,neg,0,Man,white
51731.png,neutral,0,Woman,black
51737.png,neutral,0,Woman,latino hispanic
51740.png,neg,0,Man,white
51741.png,neutral,0,Man,black
51746.png,neg,0,Man,white
51749.png,neg,0,Woman,white
51757.png,neutral,1,Man,latino hispanic
51760.png,neg,1,Woman,white
51764.png,neg,0,Man,black
51767.png,neutral,0,Man,black
51768.png,neg,0,Man,white
51771.png,neutral,1,Man,black
51783.png,neg,1,Man,white
51787.png,pos,0,Woman,latino hispanic
51795.png,pos,0,Woman,latino hispanic
51798.png,neg,0,Man,white
51807.png,pos,0,Man,latino hispanic
51810.png,neg,1,Woman,asian
51814.png,pos,1,Woman,latino hispanic
51817.png,neg,0,Man,white
51818.png,neg,1,Man,asian
51824.png,pos,0,Woman,latino hispanic
51827.png,neg,1,Man,white
51828.png,pos,1,Man,black
51832.png,neutral,0,Man,latino hispanic
51840.png,neg,1,Woman,white
51843.png,pos,0,Man,latino hispanic
51845.png,neg,0,Woman,white
51846.png,neutral,1,Man,latino hispanic
51851.png,pos,0,Man,black
51856.png,neutral,0,Man,black
51858.png,neg,1,Man,white
51863.png,neg,1,Man,asian
51871.png,neg,1,Man,white
51874.png,neg,0,Man,white
51875.png,neg,1,Woman,white
51876.png,pos,0,Man,black
51880.png,neg,0,Man,white
51881.png,pos,1,Man,latino hispanic
51884.png,pos,0,Man,latino hispanic
51885.png,pos,0,Man,black
51887.png,neg,0,Woman,white
51890.png,neg,1,Man,black
51892.png,pos,1,Man,black
51895.png,neutral,0,Woman,latino hispanic
51902.png,neg,0,Man,white
51905.png,pos,0,Man,latino hispanic
51907.png,pos,0,Man,latino hispanic
51909.png,neutral,0,Man,latino hispanic
51911.png,neutral,0,Man,latino hispanic
51922.png,pos,0,Man,latino hispanic
51929.png,pos,0,Man,latino hispanic
51930.png,pos,1,Man,latino hispanic
51934.png,neg,1,Man,white
51937.png,pos,0,Woman,latino hispanic
51938.png,pos,0,Woman,latino hispanic
51943.png,pos,0,Man,black
51944.png,neg,0,Woman,white
51946.png,pos,0,Man,black
51954.png,neutral,1,Man,black
51955.png,pos,0,Man,latino hispanic
51960.png,neg,0,Man,asian
51965.png,pos,1,Man,latino hispanic
51969.png,neg,1,Woman,white
51973.png,neg,0,Man,white
51975.png,neutral,0,Woman,latino hispanic
51981.png,neg,0,Man,latino hispanic
51983.png,pos,0,Man,latino hispanic
51984.png,neg,1,Woman,latino hispanic
51990.png,pos,1,Man,latino hispanic
51991.png,neg,0,Man,white
51994.png,neg,0,Man,white
51995.png,pos,1,Man,latino hispanic
51997.png,pos,0,Man,latino hispanic
52003.png,neg,1,Man,asian
52004.png,neg,1,Man,white
52009.png,pos,0,Woman,latino hispanic
52010.png,neg,1,Man,asian
52012.png,neutral,0,Man,latino hispanic
52018.png,neg,0,Man,asian
52020.png,neg,1,Man,white
52022.png,neg,1,Man,latino hispanic
52024.png,neg,0,Woman,white
52025.png,pos,0,Woman,latino hispanic
52029.png,neutral,0,Woman,latino hispanic
52030.png,neutral,0,Man,black
52032.png,pos,0,Woman,latino hispanic
52038.png,neg,0,Woman,white
52040.png,pos,0,Woman,latino hispanic
52041.png,neg,0,Man,latino hispanic
52046.png,pos,1,Man,black
52049.png,pos,0,Man,black
52052.png,neg,1,Man,asian
52059.png,pos,0,Woman,latino hispanic
52062.png,neutral,1,Man,latino hispanic
52066.png,neg,0,Man,white
52069.png,pos,0,Man,black
52075.png,neg,1,Man,white
52077.png,neg,0,Man,white
52084.png,pos,0,Man,latino hispanic
52087.png,neutral,0,Man,latino hispanic
52094.png,neg,0,Man,asian
52095.png,pos,0,Woman,black
52100.png,neutral,1,Man,latino hispanic
52103.png,neg,0,Man,white
52104.png,pos,1,Woman,latino hispanic
52109.png,neutral,1,Man,latino hispanic
52110.png,pos,0,Man,latino hispanic
52113.png,neutral,1,Woman,latino hispanic
52116.png,neg,0,Man,white
52119.png,neg,1,Man,latino hispanic
52120.png,pos,1,Man,black
52125.png,pos,1,Woman,latino hispanic
52127.png,neg,0,Man,white
52130.png,neg,1,Man,latino hispanic
52139.png,neg,1,Man,latino hispanic
52140.png,neg,1,Man,asian
52145.png,pos,1,Woman,latino hispanic
52156.png,neg,0,Woman,white
52157.png,neg,0,Woman,white
52159.png,neg,0,Man,latino hispanic
52160.png,neutral,0,Man,latino hispanic
52161.png,pos,0,Man,black
52164.png,neutral,0,Man,latino hispanic
52168.png,neg,1,Man,white
52174.png,pos,0,Woman,latino hispanic
52178.png,pos,0,Man,latino hispanic
52181.png,neg,0,Man,white
52182.png,neg,0,Man,latino hispanic
52183.png,neg,0,Man,asian
52188.png,pos,1,Man,latino hispanic
52189.png,pos,0,Woman,latino hispanic
52193.png,pos,1,Woman,latino hispanic
52195.png,neg,0,Woman,white
52198.png,pos,0,Woman,latino hispanic
52209.png,pos,1,Man,black
52220.png,neg,0,Man,white
52224.png,pos,1,Man,latino hispanic
52230.png,neg,0,Man,asian
52237.png,neg,1,Man,white
52251.png,neutral,1,Woman,black
52268.png,neutral,0,Woman,latino hispanic
52269.png,pos,1,Woman,latino hispanic
52270.png,neutral,0,Man,black
52271.png,neg,1,Man,white
52272.png,pos,1,Man,black
52279.png,pos,1,Woman,black
52282.png,pos,0,Man,black
52283.png,neg,1,Man,white
52284.png,neutral,1,Man,latino hispanic
52286.png,neutral,0,Woman,latino hispanic
52288.png,neg,1,Man,asian
52290.png,neg,0,Woman,white
52293.png,neg,0,Woman,asian
52301.png,pos,0,Man,black
52304.png,pos,0,Woman,latino hispanic
52309.png,neutral,0,Man,latino hispanic
52317.png,pos,1,Man,black
52318.png,neutral,0,Man,latino hispanic
52321.png,neg,1,Woman,white
52325.png,pos,0,Man,latino hispanic
52331.png,neg,0,Man,white
52333.png,neg,0,Woman,white
52336.png,neg,0,Man,latino hispanic
52348.png,neg,1,Man,white
52350.png,pos,0,Woman,latino hispanic
52351.png,pos,1,Man,latino hispanic
52354.png,neg,1,Man,white
52355.png,pos,0,Man,black
52362.png,pos,0,Man,latino hispanic
52367.png,neg,0,Woman,white
52373.png,pos,1,Man,latino hispanic
52376.png,pos,0,Man,latino hispanic
52377.png,pos,0,Woman,latino hispanic
52379.png,neg,0,Man,white
52381.png,neutral,0,Man,latino hispanic
52386.png,pos,0,Man,latino hispanic
52388.png,neg,1,Man,white
52389.png,neg,0,Man,latino hispanic
52392.png,pos,0,Woman,black
52394.png,pos,1,Woman,latino hispanic
52397.png,pos,1,Man,latino hispanic
