Name,FacialExp
58395,neutral
58396,neutral
58397,neutral
58398,fear
58399,happy
58400,happy
58401,happy
58402,happy
58403,happy
58404,happy
58405,happy
58406,neutral
58407,happy
58408,happy
58409,happy
58410,neutral
58411,neutral
58412,happy
58413,happy
58414,happy
58415,happy
58416,sad
58417,neutral
58418,angry
58419,happy
58420,happy
58421,happy
58422,neutral
58423,happy
58424,happy
58425,neutral
58426,neutral
58427,happy
58428,angry
58429,happy
58430,angry
58431,happy
58432,neutral
58433,happy
58434,neutral
58435,happy
58436,happy
58437,neutral
58438,happy
58439,happy
58440,happy
58441,happy
58442,happy
58443,happy
58444,happy
58445,happy
58446,happy
58447,neutral
58448,happy
58449,happy
58450,happy
58451,neutral
58452,happy
58453,happy
58454,happy
58455,happy
58456,happy
58457,happy
58458,happy
58459,happy
58460,happy
58461,happy
58462,sad
58463,happy
58464,neutral
58465,angry
58466,happy
58467,sad
58468,happy
58469,fear
58470,happy
58471,neutral
58472,neutral
58473,happy
58474,neutral
58475,happy
58476,happy
58477,happy
58478,happy
58479,angry
58480,happy
58481,happy
58482,neutral
58483,happy
58484,happy
58485,angry
58486,neutral
58487,happy
58488,happy
58489,happy
58490,happy
58491,happy
58492,happy
58493,happy
58494,surprise
58495,neutral
58496,neutral
58497,neutral
58498,happy
58499,happy
58500,angry
58501,happy
58502,happy
58503,neutral
58504,happy
58505,happy
58506,sad
58507,neutral
58508,happy
58509,happy
58510,fear
58511,neutral
58512,happy
58513,surprise
58514,happy
58515,neutral
58516,happy
58517,happy
58518,happy
58519,happy
58520,happy
58521,happy
58522,neutral
58523,sad
58524,happy
58525,happy
58526,happy
58527,surprise
58528,happy
58529,happy
58530,neutral
58531,happy
58532,neutral
58533,happy
58534,happy
58535,happy
58536,happy
58537,happy
58538,happy
58539,neutral
58540,happy
58541,happy
58542,happy
58543,happy
58544,neutral
58545,happy
58546,neutral
58547,neutral
58548,happy
58549,happy
58550,neutral
58551,neutral
58552,happy
58553,happy
58554,happy
58555,happy
58556,happy
58557,happy
58558,neutral
58559,happy
58560,happy
58561,neutral
58562,neutral
58563,neutral
58564,neutral
58565,happy
58566,happy
58567,happy
58568,happy
58569,neutral
58570,happy
58571,happy
58572,happy
58573,happy
58574,happy
58575,happy
58576,neutral
58577,happy
58578,neutral
58579,neutral
58580,happy
58581,neutral
58582,happy
58583,happy
58584,happy
58585,neutral
58586,angry
58587,angry
58588,neutral
58589,neutral
58590,happy
58591,happy
58592,neutral
58593,happy
58594,happy
58595,happy
58596,neutral
58597,happy
58598,angry
58599,happy
58600,happy
58601,happy
58602,happy
58603,happy
58604,angry
58605,happy
58606,happy
58607,happy
58608,happy
58609,happy
58610,happy
58611,neutral
58612,neutral
58613,happy
58614,happy
58615,happy
58616,angry
58617,happy
58618,happy
58619,happy
58620,happy
58621,happy
58622,happy
58623,sad
58624,happy
58625,happy
58626,happy
58627,happy
58628,neutral
58629,happy
58630,happy
58631,angry
58632,happy
58633,neutral
58634,happy
58635,happy
58636,happy
58637,sad
58638,happy
58639,happy
58640,happy
58641,neutral
58642,happy
58643,happy
58644,happy
58645,happy
58646,happy
58647,happy
58648,happy
58649,happy
58650,happy
58651,happy
58652,happy
58653,fear
58654,angry
58655,happy
58656,angry
58657,angry
58658,happy
58659,happy
58660,happy
58661,neutral
58662,happy
58663,happy
58664,happy
58665,neutral
58666,neutral
58667,neutral
58668,happy
58669,happy
58670,happy
58671,neutral
58672,fear
58673,neutral
58674,happy
58675,happy
58676,happy
58677,happy
58678,neutral
58679,happy
58680,happy
58681,angry
58682,neutral
58683,neutral
58684,angry
58685,happy
58686,neutral
58687,happy
58688,happy
58689,happy
58690,happy
58691,angry
58692,neutral
58693,fear
58694,surprise
58695,happy
58696,happy
58697,neutral
58698,happy
58699,happy
58700,happy
58701,happy
58702,neutral
58703,sad
58704,angry
58705,neutral
58706,neutral
58707,happy
58708,happy
58709,neutral
58710,neutral
58711,happy
58712,happy
58713,happy
58714,neutral
58715,neutral
58716,happy
58717,happy
58718,happy
58719,happy
58720,neutral
58721,neutral
58722,happy
58723,angry
58724,neutral
58725,happy
58726,happy
58727,happy
58728,neutral
58729,neutral
58730,sad
58731,happy
58732,happy
58733,happy
58734,happy
58735,neutral
58736,angry
58737,happy
58738,neutral
58739,neutral
58740,happy
58741,happy
58742,happy
58743,happy
58744,happy
58745,neutral
58746,sad
58747,happy
58748,happy
58749,happy
58750,sad
58751,neutral
58752,neutral
58753,happy
58754,happy
58755,angry
58756,happy
58757,angry
58758,angry
58759,happy
58760,happy
58761,happy
58762,neutral
58763,neutral
58764,neutral
58765,happy
58766,happy
58767,happy
58768,happy
58769,happy
58770,neutral
58771,surprise
58772,happy
58773,neutral
58774,angry
58775,neutral
58776,happy
58777,happy
58778,happy
58779,neutral
58780,neutral
58781,happy
58782,happy
58783,neutral
58784,neutral
58785,neutral
58786,happy
58787,happy
58788,neutral
58789,happy
58790,happy
58791,neutral
58792,happy
58793,happy
58794,happy
58795,happy
58796,happy
58797,happy
58798,neutral
58799,happy
58800,sad
58801,sad
58802,happy
58803,neutral
58804,happy
58805,happy
58806,neutral
58807,neutral
58808,happy
58809,happy
58810,sad
58811,neutral
58812,happy
58813,happy
58814,happy
58815,happy
58816,happy
58817,neutral
58818,happy
58819,happy
58820,happy
58821,happy
58822,neutral
58823,happy
58824,happy
58825,happy
58826,angry
58827,happy
58828,happy
58829,happy
58830,angry
58831,happy
58832,happy
58833,neutral
58834,neutral
58835,happy
58836,happy
58837,neutral
58838,angry
58839,sad
58840,happy
58841,happy
58842,happy
58843,angry
58844,happy
58845,happy
58846,happy
58847,happy
58848,sad
58849,happy
58850,neutral
58851,happy
58852,neutral
58853,happy
58854,happy
58855,neutral
58856,surprise
58857,happy
58858,happy
58859,happy
58860,happy
58861,happy
58862,happy
58863,sad
58864,happy
58865,happy
58866,neutral
58867,neutral
58868,happy
58869,neutral
58870,happy
58871,happy
58872,angry
58873,neutral
58874,happy
58875,happy
58876,happy
58877,neutral
58878,neutral
58879,happy
58880,neutral
58881,happy
58882,happy
58883,happy
58884,neutral
58885,happy
58886,happy
58887,neutral
58888,happy
58889,neutral
58890,happy
58891,happy
58892,happy
58893,happy
58894,happy
58895,happy
58896,neutral
58897,happy
58898,angry
58899,neutral
58900,happy
58901,neutral
58902,happy
58903,neutral
58904,happy
58905,happy
58906,happy
58907,happy
58908,happy
58909,angry
58910,happy
58911,angry
58912,happy
58913,happy
58914,happy
58915,happy
58916,neutral
58917,happy
58918,angry
58919,happy
58920,happy
58921,angry
58922,neutral
58923,happy
58924,neutral
58925,happy
58926,surprise
58927,angry
58928,happy
58929,neutral
58930,happy
58931,happy
58932,happy
58933,happy
58934,surprise
58935,happy
58936,fear
58937,happy
58938,neutral
58939,happy
58940,happy
58941,angry
58942,happy
58943,neutral
58944,neutral
58945,neutral
58946,sad
58947,happy
58948,neutral
58949,neutral
58950,neutral
58951,happy
58952,neutral
58953,neutral
58954,happy
58955,happy
58956,happy
58957,happy
58958,neutral
58959,happy
58960,happy
58961,sad
58962,happy
58963,neutral
58964,neutral
58965,happy
58966,happy
58967,happy
58968,happy
58969,neutral
58970,happy
58971,happy
58972,fear
58973,neutral
58974,happy
58975,sad
58976,happy
58977,happy
58978,neutral
58979,happy
58980,happy
58981,happy
58982,happy
58983,happy
58984,angry
58985,neutral
58986,sad
58987,happy
58988,happy
58989,happy
58990,happy
58991,happy
58992,happy
58993,happy
58994,happy
58995,neutral
58996,happy
58997,happy
58998,happy
58999,neutral
59000,happy
59001,happy
59002,happy
59003,neutral
59004,happy
59005,neutral
59006,neutral
59007,happy
59008,neutral
59009,happy
59010,happy
59011,happy
59012,happy
59013,happy
59014,neutral
59015,neutral
59016,happy
59017,happy
59018,happy
59019,happy
59020,happy
59021,neutral
59022,neutral
59023,happy
59024,happy
59025,neutral
59026,happy
59027,happy
59028,neutral
59029,happy
59030,happy
59031,happy
59032,happy
59033,angry
59034,happy
59035,happy
59036,happy
59037,happy
59038,neutral
59039,happy
59040,neutral
59041,neutral
59042,neutral
59043,neutral
59044,happy
59045,fear
59046,neutral
59047,sad
59048,sad
59049,happy
59050,happy
59051,angry
59052,neutral
59053,angry
59054,happy
59055,neutral
59056,happy
59057,neutral
59058,neutral
59059,sad
59060,neutral
59061,neutral
59062,neutral
59063,happy
59064,happy
59065,happy
59066,happy
59067,angry
59068,happy
59069,happy
59070,happy
59071,happy
59072,neutral
59073,happy
59074,happy
59075,happy
59076,happy
59077,angry
59078,neutral
59079,happy
59080,angry
59081,happy
59082,neutral
59083,happy
59084,happy
59085,angry
59086,happy
59087,happy
59088,happy
59089,happy
59090,neutral
59091,fear
59092,happy
59093,neutral
59094,happy
59095,happy
59096,angry
59097,neutral
59098,happy
59099,happy
59100,happy
59101,happy
59102,neutral
59103,happy
59104,happy
59105,happy
59106,happy
59107,happy
59108,happy
59109,neutral
59110,neutral
59111,happy
59112,happy
59113,happy
59114,happy
59115,happy
59116,happy
59117,happy
59118,angry
59119,sad
59120,happy
59121,happy
59122,happy
59123,angry
59124,happy
59125,angry
59126,happy
59127,happy
59128,happy
59129,happy
59130,happy
59131,happy
59132,happy
59133,happy
59134,happy
59135,happy
59136,happy
59137,happy
59138,happy
59139,angry
59140,happy
59141,neutral
59142,happy
59143,happy
59144,happy
59145,neutral
59146,happy
59147,happy
59148,happy
59149,sad
59150,happy
59151,neutral
59152,happy
59153,happy
59154,happy
59155,happy
59156,happy
59157,neutral
59158,happy
59159,neutral
59160,happy
59161,happy
59162,neutral
59163,happy
59164,happy
59165,happy
59166,happy
59167,angry
59168,happy
59169,angry
59170,happy
59171,happy
59172,happy
59173,neutral
59174,happy
59175,happy
59176,happy
59177,neutral
59178,angry
59179,neutral
59180,happy
59181,happy
59182,neutral
59183,happy
59184,happy
59185,happy
59186,neutral
59187,happy
59188,happy
59189,neutral
59190,happy
59191,happy
59192,happy
59193,happy
59194,happy
59195,happy
59196,happy
59197,happy
59198,happy
59199,happy
59200,happy
59201,sad
59202,happy
59203,neutral
59204,angry
59205,neutral
59206,happy
59207,happy
59208,happy
59209,happy
59210,sad
59211,neutral
59212,neutral
59213,happy
59214,happy
59215,neutral
59216,happy
59217,fear
59218,sad
59219,happy
59220,surprise
59221,neutral
59222,happy
59223,neutral
59224,neutral
59225,happy
59226,neutral
59227,fear
59228,happy
59229,happy
59230,neutral
59231,neutral
59232,happy
59233,fear
59234,neutral
59235,happy
59236,happy
59237,happy
59238,happy
59239,neutral
59240,neutral
59241,happy
59242,neutral
59243,happy
59244,neutral
59245,happy
59246,happy
59247,angry
59248,happy
59249,happy
59250,neutral
59251,happy
59252,happy
59253,happy
59254,happy
59255,happy
59256,happy
59257,neutral
59258,happy
59259,neutral
59260,neutral
59261,neutral
59262,neutral
59263,happy
59264,happy
59265,happy
59266,happy
59267,happy
59268,happy
59269,happy
59270,happy
59271,happy
59272,neutral
59273,happy
59274,neutral
59275,neutral
59276,happy
59277,happy
59278,neutral
59279,happy
59280,happy
59281,happy
59282,happy
59283,angry
59284,happy
59285,neutral
59286,happy
59287,happy
59288,happy
59289,happy
59290,happy
59291,happy
59292,happy
59293,happy
59294,happy
59295,neutral
59296,happy
59297,happy
59298,happy
59299,neutral
59300,happy
59301,neutral
59302,happy
59303,happy
59304,happy
59305,happy
59306,happy
59307,sad
59308,angry
59309,happy
59310,happy
59311,happy
59312,happy
59313,neutral
59314,happy
59315,happy
59316,happy
59317,angry
59318,happy
59319,neutral
59320,happy
59321,neutral
59322,sad
59323,neutral
59324,happy
59325,neutral
59326,neutral
59327,happy
59328,happy
59329,sad
59330,happy
59331,angry
59332,happy
59333,happy
59334,neutral
59335,sad
59336,happy
59337,happy
59338,happy
59339,angry
59340,happy
59341,happy
59342,neutral
59343,happy
59344,happy
59345,happy
59346,happy
59347,happy
59348,neutral
59349,happy
59350,happy
59351,angry
59352,happy
59353,happy
59354,happy
59355,happy
59356,neutral
59357,happy
59358,happy
59359,happy
59360,neutral
59361,neutral
59362,happy
59363,happy
59364,neutral
59365,neutral
59366,happy
59367,happy
59368,neutral
59369,neutral
59370,happy
59371,happy
59372,happy
59373,happy
59374,happy
59375,happy
59376,happy
59377,happy
59378,happy
59379,happy
59380,happy
59381,happy
59382,happy
59383,neutral
59384,happy
59385,angry
59386,sad
59387,happy
59388,surprise
59389,happy
59390,surprise
59391,angry
59392,neutral
59393,happy
59394,angry
59395,happy
59396,neutral
59397,happy
59398,happy
59399,neutral
59400,sad
59401,happy
59402,happy
59403,neutral
59404,happy
59405,sad
59406,happy
59407,happy
59408,happy
59409,happy
59410,happy
59411,happy
59412,happy
59413,happy
59414,happy
59415,neutral
59416,neutral
59417,happy
59418,happy
59419,happy
59420,neutral
59421,happy
59422,happy
59423,neutral
59424,happy
59425,neutral
59426,happy
59427,happy
59428,happy
59429,neutral
59430,happy
59431,happy
59432,neutral
59433,happy
59434,happy
59435,neutral
59436,happy
59437,neutral
59438,happy
59439,neutral
59440,neutral
59441,happy
59442,angry
59443,happy
59444,happy
59445,angry
59446,happy
59447,happy
59448,neutral
59449,neutral
59450,neutral
59451,happy
59452,happy
59453,happy
59454,happy
59455,happy
59456,neutral
59457,angry
59458,happy
59459,happy
59460,sad
59461,neutral
59462,happy
59463,happy
59464,happy
59465,neutral
59466,happy
59467,happy
59468,neutral
59469,happy
59470,happy
59471,neutral
59472,neutral
59473,neutral
59474,neutral
59475,happy
59476,fear
59477,happy
59478,neutral
59479,happy
59480,happy
59481,neutral
59482,neutral
59483,neutral
59484,angry
59485,happy
59486,neutral
59487,happy
59488,happy
59489,neutral
59490,happy
59491,happy
59492,angry
59493,angry
59494,happy
59495,happy
59496,angry
59497,neutral
59498,happy
59499,neutral
59500,happy
59501,neutral
59502,happy
59503,happy
59504,neutral
59505,neutral
59506,neutral
59507,happy
59508,happy
59509,happy
59510,neutral
59511,happy
59512,neutral
59513,happy
59514,happy
59515,happy
59516,happy
59517,happy
59518,happy
59519,neutral
59520,neutral
59521,happy
59522,angry
59523,happy
59524,happy
59525,happy
59526,neutral
59527,happy
59528,happy
59529,happy
59530,happy
59531,happy
59532,happy
59533,happy
59534,happy
59535,happy
59536,neutral
59537,happy
59538,happy
59539,neutral
59540,happy
59541,happy
59542,happy
59543,happy
59544,neutral
59545,neutral
59546,happy
59547,neutral
59548,neutral
59549,happy
59550,sad
59551,happy
59552,happy
59553,angry
59554,happy
59555,angry
59556,happy
59557,happy
59558,happy
59559,happy
59560,happy
59561,neutral
59562,happy
59563,happy
59564,happy
59565,neutral
59566,happy
59567,happy
59568,happy
59569,happy
59570,neutral
59571,happy
59572,happy
59573,happy
59574,happy
59575,happy
59576,happy
59577,happy
59578,surprise
59579,neutral
59580,happy
59581,happy
59582,sad
59583,happy
59584,happy
59585,happy
59586,happy
59587,happy
59588,sad
59589,happy
59590,neutral
59591,happy
59592,happy
59593,happy
59594,happy
59595,happy
59596,happy
59597,neutral
59598,neutral
59599,happy
59600,happy
59601,happy
59602,sad
59603,neutral
59604,happy
59605,neutral
59606,neutral
59607,happy
59608,neutral
59609,happy
59610,happy
59611,happy
59612,happy
59613,neutral
59614,happy
59615,neutral
59616,happy
59617,happy
59618,happy
59619,neutral
59620,happy
59621,neutral
59622,happy
59623,happy
59624,neutral
59625,happy
59626,happy
59627,happy
59628,happy
59629,happy
59630,happy
59631,happy
59632,neutral
59633,angry
59634,happy
59635,neutral
59636,neutral
59637,sad
59638,neutral
59639,happy
59640,happy
59641,neutral
59642,happy
59643,angry
59644,happy
59645,happy
59646,neutral
59647,happy
59648,happy
59649,happy
59650,sad
59651,happy
59652,happy
59653,neutral
59654,neutral
59655,happy
59656,happy
59657,happy
59658,happy
59659,happy
59660,happy
59661,happy
59662,happy
59663,neutral
59664,happy
59665,happy
59666,neutral
59667,happy
59668,sad
59669,happy
59670,neutral
59671,happy
59672,happy
59673,angry
59674,happy
59675,neutral
59676,fear
59677,happy
59678,happy
59679,happy
59680,happy
59681,neutral
59682,happy
59683,sad
59684,neutral
59685,happy
59686,sad
59687,happy
59688,neutral
59689,happy
59690,happy
59691,neutral
59692,neutral
59693,happy
59694,happy
59695,happy
59696,happy
59697,happy
59698,neutral
59699,happy
59700,happy
59701,neutral
59702,happy
59703,happy
59704,angry
59705,sad
59706,happy
59707,happy
59708,neutral
59709,neutral
59710,happy
59711,happy
59712,happy
59713,happy
59714,neutral
59715,happy
59716,happy
59717,happy
59718,happy
59719,neutral
59720,happy
59721,happy
59722,happy
59723,happy
59724,happy
59725,neutral
59726,sad
59727,happy
59728,angry
59729,neutral
59730,neutral
59731,neutral
59732,happy
59733,angry
59734,happy
59735,happy
59736,happy
59737,neutral
59738,happy
59739,angry
59740,neutral
59741,happy
59742,happy
59743,neutral
59744,happy
59745,happy
59746,angry
59747,neutral
59748,happy
59749,sad
59750,happy
59751,neutral
59752,happy
59753,happy
59754,happy
59755,happy
59756,happy
59757,happy
59758,happy
59759,happy
59760,angry
59761,happy
59762,neutral
59763,happy
59764,neutral
59765,neutral
59766,sad
59767,happy
59768,angry
59769,neutral
59770,happy
59771,happy
59772,happy
59773,neutral
59774,happy
59775,neutral
59776,angry
59777,happy
59778,surprise
59779,surprise
59780,happy
59781,happy
59782,neutral
59783,happy
59784,happy
59785,neutral
59786,happy
59787,happy
59788,happy
59789,happy
59790,neutral
59791,sad
59792,surprise
59793,happy
59794,surprise
59795,neutral
59796,happy
59797,happy
59798,happy
59799,happy
59800,neutral
59801,happy
59802,happy
59803,happy
59804,happy
59805,happy
59806,neutral
59807,surprise
59808,angry
59809,sad
59810,happy
59811,happy
59812,neutral
59813,neutral
59814,happy
59815,neutral
59816,happy
59817,sad
59818,happy
59819,happy
59820,happy
59821,neutral
59822,happy
59823,happy
59824,happy
59825,neutral
59826,neutral
59827,happy
59828,neutral
59829,happy
59830,neutral
59831,neutral
59832,happy
59833,neutral
59834,happy
59835,happy
59836,neutral
59837,neutral
59838,happy
59839,happy
59840,angry
59841,happy
59842,happy
59843,happy
59844,happy
59845,neutral
59846,neutral
59847,happy
59848,happy
59849,happy
59850,neutral
59851,surprise
59852,sad
59853,neutral
59854,happy
59855,neutral
59856,angry
59857,happy
59858,happy
59859,angry
59860,happy
59861,sad
59862,happy
59863,happy
59864,neutral
59865,neutral
59866,happy
59867,happy
59868,happy
59869,neutral
59870,happy
59871,happy
59872,happy
59873,happy
59874,happy
59875,neutral
59876,happy
59877,neutral
59878,neutral
59879,happy
59880,happy
59881,happy
59882,neutral
59883,neutral
59884,neutral
59885,neutral
59886,angry
59887,happy
59888,happy
59889,happy
59890,happy
59891,surprise
59892,neutral
59893,neutral
59894,neutral
59895,neutral
59896,neutral
59897,happy
59898,neutral
59899,angry
59900,happy
59901,angry
59902,happy
59903,neutral
59904,happy
59905,happy
59906,happy
59907,happy
59908,neutral
59909,happy
59910,happy
59911,neutral
59912,surprise
59913,angry
59914,happy
59915,neutral
59916,sad
59917,neutral
59918,happy
59919,neutral
59920,neutral
59921,happy
59922,happy
59923,neutral
59924,happy
59925,happy
59926,neutral
59927,neutral
59928,angry
59929,happy
59930,surprise
59931,happy
59932,sad
59933,neutral
59934,happy
59935,happy
59936,neutral
59937,happy
59938,neutral
59939,sad
59940,happy
59941,happy
59942,neutral
59943,happy
59944,happy
59945,happy
59946,happy
59947,neutral
59948,happy
59949,happy
59950,neutral
59951,neutral
59952,neutral
59953,angry
59954,happy
59955,happy
59956,happy
59957,neutral
59958,happy
59959,neutral
59960,happy
59961,happy
59962,happy
59963,happy
59964,happy
59965,happy
59966,neutral
59967,happy
59968,happy
59969,happy
59970,happy
59971,happy
59972,happy
59973,happy
59974,surprise
59975,sad
59976,angry
59977,neutral
59978,neutral
59979,happy
59980,neutral
59981,happy
59982,surprise
59983,happy
59984,happy
59985,angry
59986,happy
59987,happy
59988,happy
59989,happy
59990,happy
59991,surprise
59992,angry
59993,angry
59994,neutral
59995,happy
59996,happy
59997,happy
59998,neutral
59999,happy
60000,happy
60001,happy
60002,neutral
60003,happy
60004,happy
60005,neutral
60006,neutral
60007,neutral
60008,happy
60009,happy
60010,happy
60011,happy
60012,happy
60013,angry
60014,happy
60015,happy
60016,neutral
60017,happy
60018,happy
60019,angry
60020,happy
60021,happy
60022,neutral
60023,neutral
60024,neutral
60025,happy
60026,neutral
60027,neutral
60028,happy
60029,happy
60030,happy
60031,happy
60032,happy
60033,happy
60034,happy
60035,neutral
60036,happy
60037,neutral
60038,neutral
60039,happy
60040,happy
60041,happy
60042,happy
60043,surprise
60044,angry
60045,neutral
60046,neutral
60047,happy
60048,sad
60049,happy
60050,neutral
60051,happy
60052,happy
60053,happy
60054,happy
60055,neutral
60056,neutral
60057,happy
60058,happy
60059,happy
60060,happy
60061,neutral
60062,happy
60063,happy
60064,neutral
60065,happy
60066,happy
60067,neutral
60068,happy
60069,happy
60070,neutral
60071,neutral
60072,happy
60073,happy
60074,neutral
60075,happy
60076,angry
60077,happy
60078,angry
60079,neutral
60080,happy
60081,happy
60082,happy
60083,surprise
60084,neutral
60085,neutral
60086,happy
60087,angry
60088,happy
60089,surprise
60090,happy
60091,happy
60092,neutral
60093,surprise
60094,neutral
60095,neutral
60096,neutral
60097,happy
60098,happy
60099,sad
60100,happy
60101,happy
60102,happy
60103,happy
60104,surprise
60105,neutral
60106,happy
60107,happy
60108,neutral
60109,happy
60110,happy
60111,happy
60112,happy
60113,happy
60114,happy
60115,neutral
60116,neutral
60117,angry
60118,happy
60119,happy
60120,neutral
60121,happy
60122,happy
60123,happy
60124,neutral
60125,neutral
60126,happy
60127,neutral
60128,happy
60129,sad
60130,happy
60131,neutral
60132,happy
60133,happy
60134,neutral
60135,neutral
60136,happy
60137,happy
60138,happy
60139,neutral
60140,happy
60141,angry
60142,neutral
60143,angry
60144,happy
60145,neutral
60146,neutral
60147,angry
60148,happy
60149,happy
60150,happy
60151,neutral
60152,happy
60153,happy
60154,neutral
60155,happy
60156,happy
60157,neutral
60158,neutral
60159,angry
60160,happy
60161,happy
60162,neutral
60163,neutral
60164,happy
60165,happy
60166,sad
60167,neutral
60168,happy
60169,happy
60170,neutral
60171,neutral
60172,happy
60173,happy
60174,neutral
60175,happy
60176,happy
60177,happy
60178,happy
60179,happy
60180,happy
60181,happy
60182,happy
60183,angry
60184,happy
60185,happy
60186,neutral
60187,happy
60188,happy
60189,neutral
60190,happy
60191,happy
60192,happy
60193,happy
60194,neutral
60195,happy
60196,happy
60197,happy
60198,happy
60199,happy
60200,sad
60201,happy
60202,neutral
60203,happy
60204,neutral
60205,neutral
60206,happy
60207,neutral
60208,neutral
60209,happy
60210,neutral
60211,happy
60212,happy
60213,happy
60214,happy
60215,angry
60216,happy
60217,happy
60218,happy
60219,happy
60220,happy
60221,neutral
60222,angry
60223,happy
60224,happy
60225,happy
60226,neutral
60227,sad
60228,neutral
60229,surprise
60230,happy
60231,neutral
60232,angry
60233,happy
60234,neutral
60235,happy
60236,happy
60237,sad
60238,neutral
60239,happy
60240,surprise
60241,happy
60242,neutral
60243,happy
60244,happy
60245,angry
60246,happy
60247,happy
60248,happy
60249,happy
60250,happy
60251,happy
60252,neutral
60253,happy
60254,neutral
60255,happy
60256,happy
60257,neutral
60258,sad
60259,neutral
60260,happy
60261,happy
60262,happy
60263,neutral
60264,happy
60265,sad
60266,happy
60267,happy
60268,happy
60269,happy
60270,happy
60271,happy
60272,neutral
60273,neutral
60274,neutral
60275,happy
60276,happy
60277,happy
60278,happy
60279,neutral
60280,angry
60281,neutral
60282,surprise
60283,happy
60284,neutral
60285,neutral
60286,happy
60287,happy
60288,happy
60289,happy
60290,neutral
60291,happy
60292,angry
60293,neutral
60294,neutral
60295,sad
60296,neutral
60297,neutral
60298,angry
60299,happy
60300,happy
60301,happy
60302,happy
60303,neutral
60304,neutral
60305,happy
60306,happy
60307,happy
60308,happy
60309,happy
60310,surprise
60311,happy
60312,happy
60313,happy
60314,sad
60315,happy
60316,happy
60317,happy
60318,sad
60319,neutral
60320,neutral
60321,happy
60322,happy
60323,sad
60324,neutral
60325,neutral
60326,happy
60327,happy
60328,happy
60329,happy
60330,neutral
60331,neutral
60332,happy
60333,happy
60334,neutral
60335,happy
60336,happy
60337,happy
60338,happy
60339,happy
60340,happy
60341,happy
60342,angry
60343,happy
60344,happy
60345,happy
60346,neutral
60347,neutral
60348,happy
60349,happy
60350,happy
60351,happy
60352,happy
60353,happy
60354,neutral
60355,happy
60356,happy
60357,neutral
60358,neutral
60359,neutral
60360,neutral
60361,happy
60362,happy
60363,neutral
60364,neutral
60365,neutral
60366,neutral
60367,happy
60368,happy
60369,happy
60370,sad
60371,neutral
60372,neutral
60373,sad
60374,happy
60375,happy
60376,neutral
60377,happy
60378,happy
60379,happy
60380,happy
60381,sad
60382,happy
60383,happy
60384,happy
60385,neutral
60386,happy
60387,happy
60388,happy
60389,happy
60390,happy
60391,happy
60392,sad
60393,happy
60394,happy
60395,happy
60396,happy
60397,happy
60398,happy
60399,happy
60400,neutral
60401,happy
60402,happy
60403,neutral
60404,happy
60405,happy
60406,neutral
60407,angry
60408,sad
60409,neutral
60410,happy
60411,happy
60412,happy
60413,happy
60414,sad
60415,neutral
60416,happy
60417,happy
60418,neutral
60419,neutral
60420,happy
60421,happy
60422,happy
60423,happy
60424,happy
60425,happy
60426,fear
60427,angry
60428,happy
60429,neutral
60430,neutral
60431,neutral
60432,sad
60433,happy
60434,happy
60435,happy
60436,happy
60437,happy
60438,angry
60439,happy
60440,happy
60441,happy
60442,happy
60443,happy
60444,sad
60445,happy
60446,happy
60447,sad
60448,happy
60449,happy
60450,happy
60451,happy
60452,neutral
60453,happy
60454,happy
60455,angry
60456,sad
60457,happy
60458,happy
60459,neutral
60460,happy
60461,happy
60462,happy
60463,neutral
60464,happy
60465,happy
60466,angry
60467,neutral
60468,angry
60469,angry
60470,happy
60471,happy
60472,happy
60473,neutral
60474,neutral
60475,sad
60476,angry
60477,happy
60478,neutral
60479,happy
60480,neutral
60481,happy
60482,happy
60483,happy
60484,happy
60485,neutral
60486,neutral
60487,neutral
60488,happy
60489,happy
60490,neutral
60491,neutral
60492,neutral
60493,sad
60494,happy
60495,happy
60496,happy
60497,happy
60498,neutral
60499,neutral
60500,neutral
60501,happy
60502,happy
60503,happy
60504,neutral
60505,happy
60506,neutral
60507,happy
60508,sad
60509,angry
60510,happy
60511,neutral
60512,angry
60513,happy
60514,happy
60515,happy
60516,neutral
60517,neutral
60518,neutral
60519,happy
60520,happy
60521,neutral
60522,neutral
60523,neutral
60524,happy
60525,happy
60526,sad
60527,happy
60528,angry
60529,happy
60530,neutral
60531,neutral
60532,angry
60533,neutral
60534,happy
60535,happy
60536,happy
60537,happy
60538,neutral
60539,happy
60540,happy
60541,happy
60542,happy
60543,neutral
60544,neutral
60545,neutral
60546,happy
60547,happy
60548,angry
60549,happy
60550,happy
60551,angry
60552,neutral
60553,happy
60554,neutral
60555,neutral
60556,neutral
60557,happy
60558,surprise
60559,happy
60560,happy
60561,happy
60562,sad
60563,neutral
60564,happy
60565,happy
60566,happy
60567,fear
60568,happy
60569,neutral
60570,angry
60571,surprise
60572,neutral
60573,neutral
60574,happy
60575,angry
60576,happy
60577,happy
60578,happy
60579,neutral
60580,happy
60581,happy
60582,happy
60583,neutral
60584,neutral
60585,happy
60586,happy
60587,neutral
60588,neutral
60589,neutral
60590,happy
60591,happy
60592,neutral
60593,neutral
60594,angry
60595,happy
60596,angry
60597,happy
60598,sad
60599,happy
60600,happy
60601,neutral
60602,happy
60603,happy
60604,happy
60605,happy
60606,neutral
60607,happy
60608,happy
60609,happy
60610,happy
60611,neutral
60612,happy
60613,surprise
60614,happy
60615,happy
60616,happy
60617,happy
60618,happy
60619,happy
60620,happy
60621,angry
60622,happy
